Date,Month,Day_of_Year,Soil_Type,Soil_Texture,Soil_Structure,Soil_Depth_cm,Sand_%,Clay_%,Bulk_Density_g_cm3,Soil_Compaction_kPa,pH,Organic_Matter_%,Nitrogen_%,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Content_%,Irrigation_Applied_mm,precipitation_mm,avg_temp_C,solarradiation_W/m2,cloudcover%,Heat_Stress_Days (HSD),Frost_Days (FD),Temp_Shock (TS),Tuber_Yield_Potential_kg_ha,Yield (Production-Hector M. Ton)
2022-12-28,12,362,Sandy Loam,Silty,Granular,2.399.057,6.446.254.307,2.166.524.016,1.243.627.119,2.582.817.545,7.419.684.612,3.420.249.505,0.1989616,3.973.940.121,1.157.257.128,2.054.899.694,1.392.516.939,0.0,21.5,180.3,38.7,0,0,0,3.367.249.439,1146288
2022-12-29,12,363,Sandy Loam,Sandy,Massive,2.399.057,6.884.298.308,1.836.066.576,1.475.237.285,2.790.085.581,5.650.687.983,1.685.680.949,0.168787403,2.878.364.993,1.762.224.303,2.971.700.843,1.801.263.952,0.0,20.0,198.1,30.6,0,0,0,3.614.959.283,1146288
2022-12-30,12,364,Loamy,Silty,Blocky,2.399.057,6.056.081.677,2.473.486.985,1.321.039.627,2.556.631.645,6.226.689.129,3.014.366.396,0.135434199,3.000.148.625,1.894.323.739,278.077.381,2.131.471.334,0.0,19.1,194.0,52.2,0,0,0,2.277.349.375,1146288
2022-12-31,12,365,Sandy Loam,Clayey,Blocky,2.399.057,502.075.461,151.670.128,1.486.581.407,2.178.791.756,564.174.692,2.826.388.014,0.12719704,1.872.325.384,1.090.889.542,1.542.235.695,3.779.638.862,0.0,18.6,193.8,32.8,0,0,0,4.294.044.458,1146288
2023-01-01,1,1,Clay Loam,Silty,Massive,2.399.057,5.942.284.339,198.704.903,1.241.988.159,2.297.327.585,6.193.577.661,2.077.737.647,0.375416454,4.262.448.751,2.224.559.491,1.524.544.539,1.424.262.106,0.0,18.8,194.8,30.2,0,0,0,4.436.404.443,1146288
2023-01-02,1,2,Clay Loam,Silty,Granular,2.399.057,5.155.177.657,1.563.526.953,1.316.573.872,1.660.177.741,5.998.166.206,2.131.358.713,0.176976218,2.105.825.035,1.192.602.473,2.394.375.528,1.443.297.096,0.0,20.0,197.8,17.7,0,0,0,4.778.977.509,1146288
2023-01-03,1,3,Loamy,Clayey,Blocky,2.399.057,5.243.584.734,1.772.399.314,1.433.745.637,1.997.377.846,5.936.948.133,5.532.392.748,0.13188369,2.634.183.002,2.317.804.864,1.821.884.913,6.277.724.979,0.0,19.5,197.8,34.6,0,0,0,4.012.326.986,1146288
2023-01-04,1,4,Loamy,Silty,Granular,2.399.057,5.389.263.333,2.455.611.158,1.372.639.696,2.265.832.345,5.748.784.796,4.498.832.817,0.10334298,2.591.703.713,2.258.543.476,1.303.786.261,15.865.221,0.0,17.0,197.9,75.6,0,0,0,3.943.186.316,1146288
2023-01-05,1,5,Silt Loam,Sandy,Blocky,2.399.057,6.743.103.663,2.362.132.955,1.280.265.293,2.629.995.512,5.054.932.179,3.471.734.735,0.166038508,4.117.102.248,2.044.466.796,2.197.298.965,146.328.674,0.0,16.5,196.8,46.0,0,0,0,4.247.208.996,1146288
2023-01-06,1,6,Silt Loam,Loamy,Granular,2.399.057,6.672.748.713,1.517.002.561,1.227.760.199,2.821.464.239,7.018.945.049,5.164.057.583,0.322736948,1.958.676.831,2.028.338.788,1.094.659.294,4.431.544.773,0.0,16.2,200.5,27.7,0,0,0,4.994.741.318,1146288
2023-01-07,1,7,Clay Loam,Loamy,Blocky,2.399.057,5.004.985.529,2.046.087.946,1.489.432.844,1.121.302.636,612.750.188,2.957.585.135,0.218372549,3.960.991.347,18.291.493,1.985.075.514,7.203.813.911,0.0,16.5,200.8,45.6,0,0,0,306.467.498,1146288
2023-01-08,1,8,Sandy Loam,Sandy,Massive,2.399.057,6.609.100.192,2.101.976.338,1.229.342.671,1.315.835.889,5.649.401.631,2.842.262.378,0.384090473,308.201.991,1.663.775.598,2.022.551.141,1.127.339.993,0.0,16.5,198.4,45.7,0,0,0,4.633.396.244,1146288
2023-01-09,1,9,Clay Loam,Sandy,Granular,2.399.057,5.264.744.203,1.858.461.401,1.239.595.619,2.295.246.964,547.058.593,5.427.452.031,0.250020037,2.375.132.489,2.018.192.261,206.290.335,1.782.449.081,0.0,19.8,201.6,0.0,0,0,0,2.195.184.473,1146288
2023-01-10,1,10,Silt Loam,Sandy,Blocky,2.399.057,5.880.086.438,2.019.709.971,1.503.056.049,2.240.259.585,5.394.770.257,3.626.728.798,0.334552827,3.617.383.957,2.309.836.527,1.253.354.846,1.387.632.635,0.0,21.2,203.3,0.0,0,0,0,3.339.165.319,1146288
2023-01-11,1,11,Loamy,Loamy,Platy,2.399.057,5.348.498.374,1.628.292.278,1.412.019.857,1.316.911.198,7.372.568.341,1.978.840.538,0.367518915,2.031.297.855,1.315.587.007,1.233.181.864,4.934.525.499,0.0,20.2,206.0,0.0,0,0,0,3.537.989.082,1146288
2023-01-12,1,12,Clay Loam,Sandy,Blocky,2.399.057,670.367.095,2.235.840.522,1.371.049.172,27.587.207,6.491.737.012,1.554.314.175,0.10442184,4.428.777.164,2.082.866.015,1.733.195.936,142.606.258,0.0,18.3,207.4,23.2,0,0,0,3.173.243.872,1146288
2023-01-13,1,13,Loamy,Loamy,Granular,2.399.057,5.163.219.241,1.649.848.508,1.530.033.235,2.661.816.388,5.656.056.448,4.823.302.331,0.160476477,1.507.227.195,129.514.084,1.896.458.935,1.508.282.521,0.0,18.9,205.3,2.1,0,0,0,3.170.124.206,1146288
2023-01-14,1,14,Sandy Loam,Sandy,Platy,2.399.057,5.157.853.882,1.667.469.725,1.250.823.006,2.243.128.874,5.653.124.591,4.482.673.722,0.315195635,2.373.034.594,234.370.324,1.700.162.633,3.685.420.362,0.0,20.1,201.7,61.8,0,0,0,3.819.348.696,1146288
2023-01-15,1,15,Clay Loam,Loamy,Granular,2.399.057,6.018.100.091,2.136.606.984,1.518.380.099,2.453.638.913,7.483.685.938,5.021.324.968,0.369456675,2.347.539.452,1.880.821.046,247.985.788,1.655.850.726,0.0,21.2,203.0,35.8,0,0,0,2.095.379.895,1146288
2023-01-16,1,16,Loamy,Loamy,Blocky,2.399.057,5.027.043.011,2.078.596.847,1.500.211.017,153.414.617,6.611.709.247,1.522.243.354,0.112782682,2.680.421.357,1.173.632.335,2.852.752.555,1.914.704.166,0.0,20.6,193.3,38.3,0,0,0,2.857.247.173,1146288
2023-01-17,1,17,Sandy Loam,Silty,Blocky,2.399.057,6.716.668.088,244.174.654,1.268.162.058,1.500.391.058,5.408.123.209,2.778.637.444,0.18064067,192.486.849,1.003.330.695,2.893.288.232,9.457.552.681,0.0,19.4,207.4,3.2,0,0,0,3.299.517.493,1146288
2023-01-18,1,18,Silt Loam,Sandy,Granular,2.399.057,615.915.964,2.302.191.054,1.467.106.907,1.390.520.599,6.992.087.403,4.508.124.301,0.32667777,4.123.545.723,1.699.153.987,1.402.034.792,1.537.363.084,0.0,18.9,211.2,15.7,0,0,0,2.168.296.435,1146288
2023-01-19,1,19,Clay Loam,Clayey,Granular,2.399.057,6.711.803.541,2.221.757.292,1.553.710.254,1.868.859.055,6.092.275.079,4.583.628.586,0.235210341,2.635.703.238,196.753.341,250.235.239,1.379.211.514,0.0,19.1,215.1,0.0,0,0,0,2.935.870.143,1146288
2023-01-20,1,20,Silt Loam,Loamy,Platy,2.399.057,6.970.272.061,2.418.904.521,1.213.523.357,1.757.328.097,667.226.343,371.541.003,0.125055422,3.475.659.481,2.452.890.531,2.862.205.991,6.298.923.305,0.0,19.8,212.8,0.0,0,0,0,261.925.463,1146288
2023-01-21,1,21,Silt Loam,Sandy,Platy,2.399.057,6.256.341.561,1.673.627.983,1.539.303.122,1.590.913.498,6.469.449.017,1.913.309.304,0.218107812,2.636.810.549,1.545.584.272,1.459.617.616,1.418.365.392,0.0,20.0,214.6,4.2,0,0,0,207.452.734,1146288
2023-01-22,1,22,Clay Loam,Loamy,Blocky,2.399.057,5.764.862.847,1.505.416.821,1.496.819.679,2.117.661.769,535.663.944,3.386.331.809,0.259911578,4.011.297.649,1.077.017.073,2.516.995.085,1.278.498.117,0.0,20.5,214.3,0.0,0,0,0,3.656.712.528,1146288
2023-01-23,1,23,Clay Loam,Sandy,Blocky,2.399.057,6.247.367.155,1.717.940.191,1.408.723.759,2.823.557.235,5.308.121.957,403.017.879,0.267191991,3.472.865.945,1.902.120.808,2.815.580.724,1.770.247.845,0.0,21.0,211.5,0.0,0,0,0,3.048.423.572,1146288
2023-01-24,1,24,Sandy Loam,Silty,Massive,2.399.057,6.661.185.099,1.638.570.372,1.258.848.375,1.958.870.999,6.888.273.512,5.949.170.597,0.212513433,1.910.993.188,1.251.553.489,2.172.765.499,7.280.319.326,0.0,22.2,213.3,2.1,0,0,0,2.829.427.151,1146288
2023-01-25,1,25,Silt Loam,Sandy,Massive,2.399.057,5.006.864.133,2.470.954.878,144.195.021,2.201.038.451,559.913.945,3.436.561.298,0.220200796,1.780.781.251,2.468.626.983,2.429.998.884,196.835.402,0.0,22.6,213.8,8.3,0,0,0,4.012.980.576,1146288
2023-01-26,1,26,Loamy,Clayey,Blocky,2.399.057,6.572.789.517,2.430.369.327,1.478.664.403,1.538.426.498,6.781.999.871,4.452.573.122,0.32748973,3.744.318.485,1.581.952.351,2.711.946.219,8.219.280.092,0.0,22.1,210.9,14.8,0,0,0,2.572.231.841,1146288
2023-01-27,1,27,Silt Loam,Loamy,Platy,2.399.057,663.828.779,1.867.932.428,155.561.986,2.296.655.867,5.057.639.783,5.320.706.561,0.124190806,3.445.668.341,1.817.421.476,2.366.122.024,1.012.598.166,0.0,23.2,213.2,3.0,0,0,0,2.138.921.158,1146288
2023-01-28,1,28,Loamy,Sandy,Platy,2.399.057,6.085.781.919,1.968.478.357,12.218.718,2.666.254.169,7.439.703.438,3.479.474.315,0.387688133,2.202.906.758,1.393.931.436,1.307.524.271,7.147.804.826,0.0,22.8,217.5,0.0,0,0,0,4.235.471.616,1146288
2023-01-29,1,29,Loamy,Clayey,Platy,2.399.057,642.847.318,201.396.644,157.498.074,2.576.043.927,6.251.225.546,2.197.402.565,0.384635759,279.222.015,2.358.800.654,2.643.124.486,1.742.577.541,0.0,21.1,226.5,8.7,0,0,0,2.932.078.631,1146288
2023-01-30,1,30,Sandy Loam,Sandy,Massive,2.399.057,5.731.401.071,20.957.976,1.553.713.892,1.976.693.662,6.071.779.722,50.549.931,0.151214821,2.660.676.549,1.109.361.409,1.639.218.385,1.687.686.388,0.0,22.1,226.5,14.9,0,0,0,4.817.661.103,1146288
2023-01-31,1,31,Loamy,Silty,Platy,2.399.057,5.439.008.273,1.959.132.751,1.255.216.279,1.245.113.694,6.987.454.168,5.735.301.799,0.267103,2.316.079.741,1.364.853.866,1.418.181.487,1.548.316.524,0.0,23.1,214.5,55.7,0,0,0,383.842.948,1146288
2023-02-01,2,32,Silt Loam,Silty,Platy,2.399.057,5.831.505.689,2.489.791.617,1.558.116.225,1.950.137.417,6.025.390.765,4.567.234.513,0.251170092,4.186.619.964,1.061.003.865,1.098.098.032,8.654.457.002,0.0,23.4,194.0,63.0,0,0,0,4.770.443.552,1146288
2023-02-02,2,33,Loamy,Loamy,Massive,2.399.057,6.326.571.831,1.860.367.463,1.230.433.981,1.677.880.721,6.717.898.344,4.242.821.618,0.148626466,2.626.232.965,2.410.346.422,1.623.803.918,487.018.509,0.0,21.4,239.0,0.0,0,0,0,2.285.599.321,1146288
2023-02-03,2,34,Silt Loam,Sandy,Granular,2.399.057,687.950.917,1.763.585.673,1.480.876.755,243.913.872,5.060.118.389,546.002.987,0.174416753,3.761.705.873,1.529.022.281,2.760.926.085,1.062.839.912,0.0,21.6,233.6,3.9,0,0,0,3.494.291.836,1146288
2023-02-04,2,35,Silt Loam,Clayey,Massive,2.399.057,6.764.076.062,2.292.991.954,1.303.030.839,1.438.206.477,7.294.145.135,5.660.392.913,0.223443675,3.891.716.086,1.470.457.097,1.626.808.042,1.139.129.767,0.0,21.8,233.8,0.5,0,0,0,2.614.066.075,1146288
2023-02-05,2,36,Clay Loam,Loamy,Blocky,2.399.057,6.187.288.216,2.331.844.212,1.422.252.389,2.942.097.267,6.370.390.326,2.731.073.951,0.27338276,4.230.226.953,2.251.019.691,1.380.016.773,1.544.244.546,0.0,21.5,234.6,9.0,0,0,0,4.124.388.013,1146288
2023-02-06,2,37,Clay Loam,Clayey,Massive,2.399.057,6.167.758.989,1.654.279.164,1.564.580.202,1.849.191.296,6.821.573.579,5.213.708.376,0.302447407,1.649.592.323,2.325.870.281,201.110.663,1.071.337.093,0.0,21.3,235.1,4.3,0,0,0,3.775.245.348,1146288
2023-02-07,2,38,Sandy Loam,Silty,Granular,2.399.057,5.248.954.875,1.628.879.608,152.371.559,1.894.052.477,7.354.369.947,2.468.260.315,0.311659969,3.410.754.708,1.948.171.918,1.603.038.937,0.235861011,0.0,21.8,234.5,1.3,0,0,0,40.210.664,1146288
2023-02-08,2,39,Sandy Loam,Silty,Granular,2.399.057,5.117.881.162,2.092.896.563,1.432.325.863,128.393.469,6.050.777.207,2.514.519.849,0.116273039,1.839.674.023,2.292.562.805,1.845.513.679,2.940.293.009,0.0,22.7,231.3,27.1,0,0,0,2.556.034.864,1146288
2023-02-09,2,40,Clay Loam,Clayey,Blocky,2.399.057,5.850.480.849,2.441.640.425,156.955.294,1.729.227.218,5.260.780.913,3.274.244.165,0.175582221,2.195.702.299,2.419.835.271,177.583.603,541.919.517,0.0,23.7,234.5,29.8,0,0,0,3.126.696.363,1146288
2023-02-10,2,41,Loamy,Sandy,Blocky,2.399.057,6.366.240.524,204.818.988,1.331.553.014,1.918.418.186,5.084.350.332,2.563.982.335,0.192338755,3.779.320.279,164.644.947,174.513.935,1.071.410.732,0.0,23.4,239.3,1.2,0,0,0,2.933.658.139,1146288
2023-02-11,2,42,Sandy Loam,Silty,Platy,2.399.057,5.387.941.737,2.103.770.697,1.493.099.826,1.608.938.772,6.183.033.907,5.051.239.919,0.281704754,3.742.941.324,1.788.850.929,2.649.404.343,1.786.205.766,0.0,23.6,241.7,0.0,0,0,0,35.784.105,1146288
2023-02-12,2,43,Loamy,Silty,Massive,2.399.057,6.215.839.696,1.522.951.216,1.466.755.692,1.514.177.738,6.438.250.419,4.050.142.177,0.17689544,3.490.405.075,1.277.831.884,2.759.545.551,0.898610665,0.0,24.5,241.8,25.5,0,0,0,2.152.749.785,1146288
2023-02-13,2,44,Clay Loam,Clayey,Granular,2.399.057,5.014.448.532,1.725.993.317,1.217.216.572,2.629.435.735,5.879.672.623,585.755.231,0.112214175,2.336.298.328,2.340.935.774,2.741.117.028,1.081.602.632,0.0,23.6,254.5,2.0,0,0,0,25.459.977,1146288
2023-02-14,2,45,Sandy Loam,Clayey,Platy,2.399.057,5.496.553.478,2.476.764.024,1.578.345.794,2.146.156.885,6.220.016.017,3.081.060.702,0.343148794,2.313.034.566,1.951.365.016,1.985.559.237,1.876.321.895,0.0,22.4,252.8,0.0,0,0,0,2.521.890.057,1146288
2023-02-15,2,46,Loamy,Loamy,Blocky,2.399.057,6.453.051.717,169.741.512,1.288.892.841,140.417.103,5.316.899.449,4.891.844.904,0.357870661,4.452.788.341,2.400.913.609,1.498.529.865,109.331.254,0.0,22.2,251.5,0.4,0,0,0,2.176.979.421,1146288
2023-02-16,2,47,Loamy,Clayey,Blocky,2.399.057,68.914.363,2.400.474.643,1.407.489.295,1.908.657.222,5.404.727.941,5.467.892.484,0.150230753,3.892.624.924,1.565.759.402,1.927.720.072,1.022.891.949,0.0,22.4,250.5,0.0,0,0,0,2.744.875.602,1146288
2023-02-17,2,48,Clay Loam,Sandy,Granular,2.399.057,6.140.259.018,2.358.848.038,1.225.237.601,2.636.402.015,7.258.819.955,4.323.312.297,0.157750224,4.246.339.915,2.462.704.914,1.122.641.387,3.449.537.077,0.0,22.8,248.2,1.0,0,0,0,3.412.133.108,1146288
2023-02-18,2,49,Loamy,Silty,Blocky,2.399.057,5.511.888.937,2.093.791.103,1.478.594.081,28.503.278,5.442.583.723,4.556.161.759,0.112479307,2.236.238.809,1.843.869.526,1.447.981.323,1.516.887.409,0.0,23.9,238.3,7.4,0,0,0,2.992.429.804,1146288
2023-02-19,2,50,Loamy,Loamy,Platy,2.399.057,6.428.843.826,183.178.922,1.234.986.727,2.074.080.811,63.431.847,3.358.761.312,0.326005066,2.700.410.312,2.096.124.477,1.208.177.196,1.475.622.277,0.0,24.7,204.5,31.2,0,0,0,3.903.854.546,1146288
2023-02-20,2,51,Silt Loam,Silty,Granular,2.399.057,6.936.335.718,2.020.599.245,136.848.119,1.091.948.722,5.820.436.026,3.673.871.616,0.21449535,2.375.128.355,1.950.036.313,2.066.209.773,1.399.232.568,0.0,24.8,247.3,38.5,0,0,0,2.783.528.833,1146288
2023-02-21,2,52,Clay Loam,Loamy,Massive,2.399.057,5.556.546.813,241.478.061,1.282.457.563,1.055.840.635,7.372.820.021,4.110.843.436,0.282172268,4.398.694.423,1.067.209.399,2.211.543.961,1.740.904.702,0.0,25.5,237.0,31.1,0,0,0,3.284.888.623,1146288
2023-02-22,2,53,Clay Loam,Loamy,Granular,2.399.057,5.097.698.111,1.814.057.561,1.278.756.177,1.779.964.277,5.243.884.906,2.470.580.289,0.255161458,3.190.012.419,1.417.082.824,2.737.789.249,1.211.094.664,0.0,26.5,251.6,51.7,1,0,1,2.447.829.636,1146288
2023-02-23,2,54,Loamy,Silty,Platy,2.399.057,6.133.208.837,1.583.276.753,1.438.548.954,23.199.247,5.575.543.823,1.751.641.353,0.308547926,3.076.027.011,2.401.161.914,1.282.110.476,1.795.986.236,0.0,26.9,254.0,54.6,1,0,1,2.451.238.784,1146288
2023-02-24,2,55,Loamy,Loamy,Granular,2.399.057,5.310.969.414,2.415.245.572,1.461.677.156,1.146.701.223,5.748.068.932,1.840.319.935,0.351287661,3.890.824.535,1.853.774.847,1.254.731.287,1.720.885.505,0.0,27.3,254.2,42.0,1,0,1,4.354.055.792,1146288
2023-02-25,2,56,Clay Loam,Clayey,Blocky,2.399.057,5.396.265.853,1.784.496.234,1.456.788.966,1.490.630.413,5.903.102.949,5.745.082.921,0.368890583,2.628.858.734,114.148.936,1.308.075.131,1.551.191.746,0.0,26.6,257.2,37.6,1,0,1,4.563.814.404,1146288
2023-02-26,2,57,Silt Loam,Sandy,Granular,2.399.057,5.347.482.413,2.482.006.682,1.374.660.297,2.045.013.969,5.241.137.221,4.183.635.291,0.127279822,3.845.911.992,1.958.978.496,1.677.220.913,1.294.411.255,0.0,25.9,270.2,1.1,1,0,1,4.579.719.112,1146288
2023-02-27,2,58,Clay Loam,Silty,Platy,2.399.057,6.221.520.841,2.263.182.001,1.404.041.312,2.699.345.211,5.386.680.574,1.524.134.743,0.353467324,3.826.123.842,1.573.934.014,1.296.729.398,7.633.849.372,0.0,26.2,264.2,9.5,1,0,1,2.033.704.174,1146288
2023-02-28,2,59,Clay Loam,Loamy,Platy,2.399.057,6.008.378.144,2.300.818.371,1.289.204.767,2.998.089.725,7.163.961.404,2.035.709.757,0.328837103,3.266.066.978,2.230.246.388,2.300.908.569,1.536.258.998,0.0,26.2,271.4,0.0,1,0,1,3.319.828.859,1146288
2023-03-01,3,60,Clay Loam,Silty,Granular,2.399.057,6.427.265.514,1.908.837.472,1.253.752.386,2.966.418.224,6.201.974.773,50.582.532,0.362795125,1.976.423.243,13.298.737,1.171.564.214,1.199.955.015,0.0,27.2,271.5,0.0,1,0,1,4.031.124.432,1146288
2023-03-02,3,61,Clay Loam,Clayey,Blocky,2.399.057,6.162.569.384,2.323.544.549,1.246.983.786,2.737.300.078,5.399.843.838,2.967.576.307,0.376889957,2.102.940.671,2.491.966.443,1.217.076.995,163.373.402,0.0,26.7,271.1,5.8,1,0,1,4.068.889.538,1146288
2023-03-03,3,62,Sandy Loam,Sandy,Granular,2.399.057,6.685.285.973,1.707.524.313,158.234.511,2.724.662.469,729.294.635,4.734.842.545,0.393817383,2.284.611.844,2.195.514.212,1.715.127.172,1.390.286.258,0.0,27.6,273.4,0.0,1,0,1,427.493.789,1146288
2023-03-04,3,63,Sandy Loam,Clayey,Massive,2.399.057,6.664.480.711,1.830.513.306,1.327.868.074,1.580.160.007,6.808.969.621,4.767.482.712,0.126018566,4.307.217.014,1.103.694.886,2.347.498.268,1.264.255.335,0.0,27.1,273.5,15.6,1,0,1,3.346.281.804,1146288
2023-03-05,3,64,Silt Loam,Loamy,Blocky,2.399.057,5.549.307.509,2.381.470.707,1.431.564.748,2.699.011.363,5.635.027.453,4.746.950.954,0.20933742,2.183.004.457,1.326.115.826,2.113.354.898,2.173.828.711,0.0,27.8,274.5,1.0,1,0,1,4.104.505.456,1146288
2023-03-06,3,65,Clay Loam,Silty,Platy,2.399.057,5.807.076.388,1.583.764.093,1.484.527.619,1.175.044.037,7.191.331.878,1.603.135.667,0.31233858,3.954.538.459,2.275.212.706,1.618.881.973,7.999.929.728,0.0,28.1,277.1,0.0,1,0,1,4.872.412.396,1146288
2023-03-07,3,66,Loamy,Sandy,Granular,2.399.057,5.511.368.807,1.540.177.282,1.385.332.125,2.523.409.142,6.844.879.895,2.698.910.097,0.18053925,1.699.036.205,1.353.098.579,2.887.609.101,887.780.834,0.0,28.1,278.8,8.9,1,0,1,3.077.335.346,1146288
2023-03-08,3,67,Silt Loam,Loamy,Granular,2.399.057,5.877.354.576,170.144.663,1.244.797.577,2.169.046.916,7.486.715.967,2.838.747.097,0.374493453,2.576.238.171,2.473.718.067,270.806.796,6.344.451.954,0.0,27.9,264.3,19.4,1,0,1,3.591.130.174,1146288
2023-03-09,3,68,Sandy Loam,Sandy,Granular,2.399.057,5.961.182.814,187.864.539,1.481.203.026,1.514.385.093,519.709.987,198.807.287,0.185830476,2.959.861.465,1.585.992.362,2.012.021.337,1.977.080.673,0.0,28.1,265.0,46.9,1,0,1,2.896.488.563,1146288
2023-03-10,3,69,Loamy,Sandy,Granular,2.399.057,6.102.034.434,2.102.992.216,1.248.479.516,2.646.653.584,6.548.726.729,3.504.726.632,0.172754451,2.379.697.217,1.010.520.867,2.919.971.901,1.443.113.857,0.0,27.8,228.5,59.6,1,0,1,3.332.726.405,1146288
2023-03-11,3,70,Clay Loam,Sandy,Massive,2.399.057,6.868.373.311,1.885.543.095,157.156.145,268.865.806,5.650.747.909,5.622.802.857,0.380322168,1.617.209.005,2.036.172.937,2.685.792.446,4.743.425.395,0.0,27.8,257.0,57.0,1,0,1,2.588.715.427,1146288
2023-03-12,3,71,Silt Loam,Loamy,Granular,2.399.057,6.583.151.869,2.377.358.469,1.343.827.546,2.356.742.842,5.381.429.449,1.918.142.369,0.186075811,2.445.380.099,1.587.203.097,2.457.889.331,7.166.697.382,0.0,28.2,284.7,1.8,1,0,1,414.962.917,1146288
2023-03-13,3,72,Loamy,Clayey,Massive,2.399.057,535.246.799,1.807.837.659,1.435.447.333,2.947.548.178,5.724.909.184,239.995.858,0.185882772,3.248.274.294,1.898.810.406,2.858.202.509,1.590.602.867,0.0,28.8,289.7,0.0,1,0,1,4.105.303.928,1146288
2023-03-14,3,73,Silt Loam,Loamy,Massive,2.399.057,5.249.093.271,2.498.693.009,1.301.105.269,1.479.318.161,6.817.029.423,3.532.310.529,0.201702015,3.313.516.718,1.755.665.386,2.529.175.743,9.615.167.908,0.0,28.3,274.5,29.7,1,0,1,3.734.024.631,1146288
2023-03-15,3,74,Loamy,Loamy,Massive,2.399.057,6.819.077.748,1.653.217.948,1.443.822.361,1.827.325.484,6.571.791.703,3.326.984.897,0.391779598,2.932.030.955,158.495.375,1.549.491.467,1.123.230.385,0.1,27.6,264.3,54.9,1,0,1,4.733.422.648,1146288
2023-03-16,3,75,Silt Loam,Loamy,Massive,2.399.057,609.604.682,2.448.985.144,135.006.826,1.889.057.711,5.784.290.205,4.564.208.789,0.14058276,4.423.302.451,2.239.917.886,2.852.512.142,4.119.752.351,3.2,27.8,204.3,83.5,1,0,1,345.476.974,1146288
2023-03-17,3,76,Loamy,Clayey,Platy,2.399.057,5.536.026.675,2.300.828.455,1.582.297.418,1.572.779.693,5.261.604.541,2.394.333.172,0.24559418,4.329.849.483,2.162.152.059,2.646.234.989,1.298.979.938,1.4,26.0,215.6,88.8,0,0,0,3.144.115.678,1146288
2023-03-18,3,77,Loamy,Clayey,Massive,2.399.057,6.954.848.566,2.450.300.207,1.212.432.133,1.087.584.037,530.954.252,3.290.814.211,0.194823303,4.042.847.176,24.500.221,2.566.095.552,2.182.143.059,0.1,26.0,247.9,84.1,1,0,1,3.798.324.122,1146288
2023-03-19,3,78,Silt Loam,Clayey,Blocky,2.399.057,6.607.920.632,2.096.926.901,1.559.098.225,1.966.234.394,6.525.522.287,5.172.950.308,0.140970104,2.744.556.468,1.698.001.087,1.391.537.723,4.563.168.681,11.2,24.1,52.7,94.1,0,0,0,3.784.000.891,1146288
2023-03-20,3,79,Silt Loam,Sandy,Platy,2.399.057,5.015.030.528,1.659.316.687,1.219.932.024,229.089.089,618.770.396,4.271.123.346,0.221734201,4.263.958.298,1.476.612.395,2.212.723.636,1.064.877.045,6.5,25.5,217.9,88.4,0,0,0,2.938.105.131,1146288
2023-03-21,3,80,Sandy Loam,Loamy,Blocky,2.399.057,5.827.829.474,1.512.648.378,1.414.502.214,2.159.490.993,592.719.837,360.883.865,0.292664479,2.078.960.142,215.527.172,2.696.277.701,5.191.075.093,4.3,25.8,214.3,82.4,0,0,0,4.791.692.477,1146288
2023-03-22,3,81,Sandy Loam,Sandy,Massive,2.399.057,6.514.530.609,2.360.455.225,1.278.522.706,290.133.759,5.241.871.679,4.054.759.333,0.238110444,331.236.544,1.623.821.343,117.062.319,1.987.798.849,1.2,25.8,245.2,61.4,1,0,1,4.250.904.479,1146288
2023-03-23,3,82,Clay Loam,Clayey,Granular,2.399.057,547.905.962,1.624.975.134,141.245.396,2.520.297.387,6.233.381.217,3.895.985.251,0.191398279,384.444.798,1.076.267.099,1.605.587.829,16.298.659,1.1,26.5,235.2,50.7,1,0,1,4.493.342.753,1146288
2023-03-24,3,83,Loamy,Sandy,Blocky,2.399.057,5.099.429.681,2.437.913.811,1.539.087.658,1.343.397.973,5.661.774.988,4.029.126.469,0.366119598,2.622.539.934,214.154.931,1.672.387.519,9.781.634.582,0.3,26.0,227.3,48.2,1,0,1,4.886.294.999,1146288
2023-03-25,3,84,Clay Loam,Loamy,Platy,2.399.057,5.096.243.149,15.550.976,1.269.183.513,2.146.316.059,7.184.014.383,1.593.924.868,0.192742808,2.544.985.865,1.740.654.577,2.485.651.469,1.612.810.055,0.1,26.5,261.6,66.6,1,0,1,4.637.989.838,1146288
2023-03-26,3,85,Clay Loam,Clayey,Granular,2.399.057,6.646.868.441,189.047.404,1.403.496.628,1.679.134.815,6.735.003.522,5.899.426.434,0.105500991,2.804.587.364,1.949.711.594,2.493.591.178,8.282.137.963,2.7,27.6,232.5,74.5,1,0,1,459.447.372,1146288
2023-03-27,3,86,Silt Loam,Clayey,Massive,2.399.057,6.989.339.464,2.015.628.142,1.290.276.917,2.897.207.164,6.043.582.446,1.780.999.364,0.26842902,3.556.001.577,2.347.618.789,2.063.601.604,155.508.991,0.7,27.4,268.0,67.1,1,0,1,4.665.097.141,1146288
2023-03-28,3,87,Loamy,Loamy,Blocky,2.399.057,6.449.406.355,1.789.541.847,1.316.583.904,114.552.509,7.298.784.192,2.969.117.918,0.127078922,1.761.048.297,1.323.896.658,1.845.183.875,1.544.760.384,8.1,27.9,231.6,60.6,1,0,1,4.520.237.716,1146288
